crop,disease,severity,treatment_cost_usd,temperature,humidity,rainfall_last_week_mm,leaf_color_r,leaf_color_g,leaf_color_b,leaf_texture_variance,spot_density,affected_area_pct,detection_confidence,image_id,detected_date
Corn,Root_Rot,4,220,39.92,73.14,28.61,195,100,63,0.535,0.155,64.83,0.975,img_01782.jpg,2025-10-07
Rice,Rust,4,200,36.79,86.22,4.62,88,82,51,0.511,0.145,46.08,0.714,img_01783.jpg,2025-10-24
Rice,Mosaic_Virus,5,250,14.44,81.12,57.52,181,107,76,0.698,0.359,38.1,0.724,img_01784.jpg,2025-05-25
Apple,Root_Rot,4,220,17.96,76.86,3.35,171,97,85,0.341,0.331,40.45,0.77,img_01785.jpg,2025-11-21
Corn,Leaf_Blight,3,150,24.19,74.17,3.01,70,85,45,0.557,0.504,44.96,0.913,img_01786.jpg,2025-12-29
Grape,Mosaic_Virus,5,250,8.04,84.81,6.17,146,48,53,0.228,0.253,60.04,0.809,img_01787.jpg,2026-02-03
Pepper,Rust,4,200,30.23,75.72,3.47,142,133,64,0.111,0.559,49.8,0.85,img_01788.jpg,2026-01-18
Tomato,Healthy,0,0,13.15,48.81,40.62,138,102,70,0.346,0.0,0.0,0.758,img_01789.jpg,2025-11-04
Rice,Mosaic_Virus,5,250,17.44,85.08,6.03,93,75,28,0.86,0.74,11.38,0.797,img_01790.jpg,2025-07-20
Rice,Fusarium_Wilt,5,280,20.55,75.25,7.13,100,101,24,0.148,0.203,56.31,0.769,img_01791.jpg,2025-08-08
Tomato,Root_Rot,4,220,9.1,64.89,20.05,133,99,69,0.763,0.129,5.27,0.919,img_01792.jpg,2025-09-19
Tomato,Fusarium_Wilt,5,280,35.02,93.81,7.26,165,49,59,0.271,0.459,39.45,0.711,img_01793.jpg,2025-11-03
Grape,Anthracnose,3,160,20.15,70.25,117.62,181,51,46,0.223,0.349,41.73,0.903,img_01794.jpg,2025-10-10
Rice,Anthracnose,3,160,23.69,69.48,0.74,125,99,25,0.123,0.135,27.37,0.883,img_01795.jpg,2025-06-29
Potato,Root_Rot,4,220,20.65,73.87,36.14,60,102,46,0.522,0.716,13.08,0.946,img_01796.jpg,2025-03-20
Grape,Leaf_Blight,3,150,23.59,77.98,89.34,166,73,66,0.278,0.194,30.01,0.755,img_01797.jpg,2026-01-09
Corn,Powdery_Mildew,2,100,21.25,87.47,13.01,103,91,56,0.466,0.555,41.91,0.925,img_01798.jpg,2025-12-22
Tomato,Mosaic_Virus,5,250,27.81,68.12,5.72,64,135,40,0.213,0.493,39.48,0.777,img_01799.jpg,2025-10-21
Grape,Fusarium_Wilt,5,280,24.36,80.04,41.25,65,41,91,0.339,0.524,26.28,0.731,img_01800.jpg,2025-02-27
Apple,Mosaic_Virus,5,250,34.63,68.65,55.13,89,45,68,0.196,0.471,16.45,0.811,img_01801.jpg,2025-05-13
Potato,Root_Rot,4,220,19.54,74.02,6.45,177,97,61,0.731,0.268,25.15,0.862,img_01802.jpg,2025-03-30
Tomato,Fusarium_Wilt,5,280,30.67,70.52,96.1,182,99,61,0.146,0.422,8.53,0.942,img_01803.jpg,2026-01-29
Potato,Bacterial_Spot,3,180,36.55,74.19,43.81,184,122,93,0.654,0.362,23.52,0.764,img_01804.jpg,2025-09-12
Wheat,Downy_Mildew,2,120,23.65,77.04,16.31,71,133,69,0.104,0.793,10.66,0.943,img_01805.jpg,2025-11-01
Apple,Rust,4,200,25.67,72.35,33.17,158,126,31,0.538,0.586,29.9,0.934,img_01806.jpg,2025-12-14
Grape,Downy_Mildew,2,120,29.9,71.79,0.91,145,40,51,0.696,0.753,53.52,0.853,img_01807.jpg,2025-02-19
Tomato,Root_Rot,4,220,36.63,61.8,11.93,88,94,76,0.845,0.224,67.03,0.743,img_01808.jpg,2025-12-30
Apple,Rust,4,200,28.47,63.82,35.45,147,131,45,0.463,0.141,11.3,0.901,img_01809.jpg,2025-09-11
Tomato,Healthy,0,0,28.7,67.65,11.95,145,168,90,0.128,0.0,0.0,0.972,img_01810.jpg,2025-11-26
Apple,Fusarium_Wilt,5,280,27.79,93.59,0.19,89,70,27,0.248,0.784,62.14,0.886,img_01811.jpg,2025-06-18
Tomato,Rust,4,200,23.78,80.28,27.92,166,136,21,0.456,0.786,11.64,0.965,img_01812.jpg,2025-12-27
Potato,Healthy,0,0,29.56,76.16,72.21,142,162,81,0.354,0.0,0.0,0.973,img_01813.jpg,2025-11-17
Apple,Bacterial_Spot,3,180,22.16,88.13,15.36,114,63,88,0.689,0.536,24.6,0.854,img_01814.jpg,2025-06-26
Potato,Leaf_Blight,3,150,24.33,84.39,24.28,142,84,88,0.141,0.18,17.23,0.935,img_01815.jpg,2025-08-12
Tomato,Downy_Mildew,2,120,14.57,64.9,43.23,113,97,99,0.617,0.196,63.58,0.76,img_01816.jpg,2025-08-06
Rice,Leaf_Blight,3,150,22.87,71.66,72.53,140,82,79,0.484,0.256,68.03,0.907,img_01817.jpg,2025-04-14
Potato,Fusarium_Wilt,5,280,34.07,63.03,18.13,100,87,46,0.758,0.518,36.84,0.98,img_01818.jpg,2025-11-14
Apple,Root_Rot,4,220,30.27,94.74,18.98,59,144,67,0.771,0.136,8.43,0.972,img_01819.jpg,2026-02-01
Apple,Mosaic_Virus,5,250,30.03,86.18,69.43,129,140,79,0.281,0.378,72.63,0.707,img_01820.jpg,2025-12-20
Potato,Fusarium_Wilt,5,280,17.02,62.1,6.42,92,91,82,0.412,0.515,54.44,0.728,img_01821.jpg,2025-03-13
Wheat,Fusarium_Wilt,5,280,2.56,94.06,5.96,118,110,73,0.265,0.77,76.01,0.93,img_01822.jpg,2025-04-30
Pepper,Root_Rot,4,220,24.13,91.14,16.09,115,130,66,0.319,0.564,55.38,0.804,img_01823.jpg,2026-01-09
Grape,Downy_Mildew,2,120,21.45,67.09,10.12,129,91,83,0.558,0.605,14.34,0.969,img_01824.jpg,2025-03-18
Potato,Anthracnose,3,160,32.7,85.03,12.04,138,146,23,0.379,0.731,37.18,0.908,img_01825.jpg,2025-06-17
Tomato,Healthy,0,0,26.87,52.7,47.92,167,169,36,0.621,0.0,0.0,0.751,img_01826.jpg,2025-03-28
Corn,Bacterial_Spot,3,180,31.26,90.16,19.11,172,49,66,0.714,0.242,75.67,0.751,img_01827.jpg,2025-04-20
Corn,Rust,4,200,24.6,94.58,7.14,134,93,88,0.445,0.766,45.6,0.717,img_01828.jpg,2025-05-10
Tomato,Mosaic_Virus,5,250,22.29,94.94,6.94,58,91,49,0.643,0.256,13.42,0.812,img_01829.jpg,2025-06-13
Grape,Leaf_Blight,3,150,26.42,91.25,10.06,76,43,70,0.624,0.385,25.79,0.922,img_01830.jpg,2026-01-08
Wheat,Powdery_Mildew,2,100,32.3,78.39,32.71,189,55,63,0.652,0.668,33.97,0.742,img_01831.jpg,2025-11-05
Potato,Powdery_Mildew,2,100,25.46,79.5,15.98,115,97,86,0.898,0.795,59.67,0.925,img_01832.jpg,2025-11-12
Apple,Bacterial_Spot,3,180,22.26,88.29,7.4,61,118,74,0.897,0.481,28.44,0.876,img_01833.jpg,2025-11-28
Tomato,Powdery_Mildew,2,100,14.49,75.71,29.66,68,80,32,0.171,0.158,48.28,0.968,img_01834.jpg,2025-05-07
Tomato,Bacterial_Spot,3,180,26.22,72.39,36.25,62,41,52,0.504,0.261,55.92,0.849,img_01835.jpg,2025-03-16
Wheat,Healthy,0,0,26.46,58.86,2.07,65,110,20,0.86,0.0,0.0,0.716,img_01836.jpg,2025-06-20
Pepper,Leaf_Blight,3,150,11.82,63.76,11.65,66,138,45,0.674,0.255,52.19,0.797,img_01837.jpg,2025-06-11
Apple,Mosaic_Virus,5,250,34.52,85.79,35.34,89,123,35,0.584,0.258,52.84,0.768,img_01838.jpg,2025-08-06
Pepper,Powdery_Mildew,2,100,23.64,69.55,11.76,148,118,37,0.514,0.671,70.33,0.781,img_01839.jpg,2025-10-12
Tomato,Downy_Mildew,2,120,11.54,62.24,14.94,147,52,39,0.487,0.354,23.42,0.84,img_01840.jpg,2025-08-05
Potato,Root_Rot,4,220,26.29,89.66,1.73,196,146,53,0.369,0.449,21.61,0.7,img_01841.jpg,2026-01-16
Grape,Powdery_Mildew,2,100,24.47,91.83,3.91,84,102,67,0.306,0.102,77.89,0.84,img_01842.jpg,2025-12-14
Wheat,Healthy,0,0,11.53,88.33,39.77,80,137,40,0.141,0.0,0.0,0.847,img_01843.jpg,2026-01-20
Apple,Root_Rot,4,220,19.06,75.4,34.5,187,126,43,0.662,0.764,68.55,0.735,img_01844.jpg,2026-01-13
Apple,Root_Rot,4,220,14.45,83.02,28.29,191,101,55,0.285,0.221,73.56,0.909,img_01845.jpg,2025-06-13
Corn,Leaf_Blight,3,150,17.25,81.01,38.92,180,88,47,0.886,0.444,5.94,0.747,img_01846.jpg,2025-12-25
Grape,Leaf_Blight,3,150,34.97,64.22,19.02,99,89,66,0.587,0.274,9.36,0.919,img_01847.jpg,2026-01-26
Potato,Leaf_Blight,3,150,22.7,79.51,14.05,98,99,69,0.254,0.259,31.92,0.897,img_01848.jpg,2025-12-19
Wheat,Powdery_Mildew,2,100,18.25,69.37,11.19,100,109,61,0.319,0.332,5.58,0.854,img_01849.jpg,2025-03-09
Wheat,Fusarium_Wilt,5,280,28.59,72.64,75.53,104,120,46,0.869,0.328,24.53,0.827,img_01850.jpg,2025-11-11
Corn,Healthy,0,0,26.65,70.51,35.2,188,185,75,0.234,0.0,0.0,0.906,img_01851.jpg,2025-09-06
Pepper,Mosaic_Virus,5,250,21.1,92.67,13.17,129,83,21,0.782,0.624,34.11,0.702,img_01852.jpg,2025-04-28
Tomato,Powdery_Mildew,2,100,26.8,62.3,6.82,185,42,41,0.44,0.478,14.8,0.849,img_01853.jpg,2025-07-15
Wheat,Powdery_Mildew,2,100,15.74,89.94,12.0,75,109,95,0.701,0.608,20.02,0.828,img_01854.jpg,2025-12-23
Apple,Bacterial_Spot,3,180,18.31,67.39,26.86,115,51,91,0.404,0.656,14.9,0.853,img_01855.jpg,2025-04-18
Potato,Root_Rot,4,220,32.84,72.25,1.99,79,68,71,0.537,0.744,50.93,0.757,img_01856.jpg,2026-02-09
Grape,Fusarium_Wilt,5,280,26.03,79.13,60.18,192,105,87,0.5,0.272,68.17,0.819,img_01857.jpg,2025-04-01
Grape,Leaf_Blight,3,150,34.88,90.95,47.29,142,81,65,0.25,0.615,70.98,0.76,img_01858.jpg,2025-05-15
Rice,Healthy,0,0,29.1,53.83,69.06,165,127,52,0.176,0.0,0.0,0.95,img_01859.jpg,2025-08-20
Apple,Healthy,0,0,18.6,86.43,23.44,109,203,29,0.79,0.0,0.0,0.735,img_01860.jpg,2025-11-28
Potato,Leaf_Blight,3,150,19.16,64.08,34.02,115,111,62,0.405,0.244,15.51,0.78,img_01861.jpg,2025-12-09
Wheat,Healthy,0,0,29.19,64.03,4.7,113,139,61,0.616,0.0,0.0,0.711,img_01862.jpg,2025-07-18
Potato,Healthy,0,0,41.66,89.08,21.89,118,142,66,0.822,0.0,0.0,0.893,img_01863.jpg,2025-07-27
Potato,Bacterial_Spot,3,180,32.65,80.66,4.0,136,113,41,0.299,0.712,27.06,0.819,img_01864.jpg,2025-03-04
Tomato,Downy_Mildew,2,120,30.32,63.26,64.94,84,71,71,0.647,0.374,44.14,0.925,img_01865.jpg,2025-10-13
Grape,Bacterial_Spot,3,180,19.22,94.3,4.66,90,125,90,0.199,0.703,14.71,0.958,img_01866.jpg,2026-01-29
Potato,Downy_Mildew,2,120,26.4,69.65,59.29,109,95,31,0.501,0.569,55.89,0.946,img_01867.jpg,2025-03-02
Pepper,Fusarium_Wilt,5,280,27.06,64.44,6.85,60,45,78,0.323,0.17,36.79,0.7,img_01868.jpg,2025-12-29
Tomato,Bacterial_Spot,3,180,31.64,92.58,1.52,75,51,83,0.597,0.458,56.74,0.772,img_01869.jpg,2025-05-13
Rice,Rust,4,200,27.31,83.51,15.17,194,71,43,0.516,0.18,50.09,0.9,img_01870.jpg,2025-07-17
Apple,Fusarium_Wilt,5,280,23.7,65.84,96.94,132,146,90,0.619,0.494,36.75,0.828,img_01871.jpg,2025-10-08
Apple,Bacterial_Spot,3,180,32.21,62.03,23.57,198,136,30,0.127,0.75,34.76,0.782,img_01872.jpg,2026-02-04
Tomato,Root_Rot,4,220,13.26,74.22,5.15,134,53,35,0.634,0.288,9.7,0.822,img_01873.jpg,2025-04-23
Tomato,Mosaic_Virus,5,250,16.19,76.64,33.88,146,97,62,0.175,0.239,10.92,0.787,img_01874.jpg,2025-07-23
Pepper,Powdery_Mildew,2,100,24.21,67.87,5.2,163,54,95,0.115,0.397,78.22,0.83,img_01875.jpg,2025-10-08
Grape,Mosaic_Virus,5,250,27.36,93.13,26.42,99,121,36,0.64,0.353,57.06,0.711,img_01876.jpg,2025-07-13
Wheat,Fusarium_Wilt,5,280,35.37,81.75,28.83,118,86,60,0.83,0.783,50.27,0.907,img_01877.jpg,2025-03-06
Apple,Fusarium_Wilt,5,280,20.03,84.14,47.98,162,64,72,0.38,0.198,30.17,0.836,img_01878.jpg,2025-05-03
Pepper,Healthy,0,0,14.46,94.16,54.6,101,81,85,0.861,0.0,0.0,0.847,img_01879.jpg,2025-10-10
Rice,Powdery_Mildew,2,100,21.35,87.78,75.33,132,127,77,0.555,0.215,79.47,0.846,img_01880.jpg,2026-01-10
Corn,Bacterial_Spot,3,180,21.58,64.24,11.98,94,99,83,0.861,0.186,72.7,0.931,img_01881.jpg,2025-03-16
Tomato,Fusarium_Wilt,5,280,29.93,80.15,3.88,130,125,27,0.235,0.602,78.17,0.722,img_01882.jpg,2025-09-24
Apple,Fusarium_Wilt,5,280,32.2,72.6,13.07,185,143,85,0.733,0.662,39.97,0.791,img_01883.jpg,2025-07-02
Grape,Anthracnose,3,160,31.45,78.95,23.64,57,129,77,0.258,0.223,41.61,0.927,img_01884.jpg,2025-11-20
Wheat,Mosaic_Virus,5,250,17.27,67.15,20.41,93,133,41,0.11,0.572,49.12,0.987,img_01885.jpg,2025-03-11
Rice,Downy_Mildew,2,120,18.77,94.52,0.37,193,87,58,0.499,0.758,68.73,0.787,img_01886.jpg,2025-07-02
Grape,Root_Rot,4,220,31.45,91.5,57.63,93,80,81,0.499,0.258,11.37,0.865,img_01887.jpg,2025-04-16
Apple,Leaf_Blight,3,150,27.06,75.98,26.8,123,92,57,0.485,0.679,54.96,0.977,img_01888.jpg,2025-11-12
Potato,Healthy,0,0,34.61,70.06,24.54,82,214,23,0.828,0.0,0.0,0.858,img_01889.jpg,2025-08-03
Pepper,Bacterial_Spot,3,180,27.7,71.11,56.28,130,109,27,0.233,0.216,79.38,0.786,img_01890.jpg,2025-12-10
Grape,Downy_Mildew,2,120,31.1,88.22,0.61,80,64,26,0.129,0.292,52.14,0.704,img_01891.jpg,2025-12-18
Rice,Anthracnose,3,160,23.75,66.11,29.97,134,118,95,0.7,0.658,55.43,0.876,img_01892.jpg,2025-03-12
Apple,Root_Rot,4,220,19.12,86.3,1.18,128,119,42,0.618,0.663,71.48,0.915,img_01893.jpg,2025-04-27
Corn,Healthy,0,0,19.18,75.3,7.45,173,161,78,0.586,0.0,0.0,0.902,img_01894.jpg,2025-03-05
Corn,Root_Rot,4,220,8.63,85.43,61.09,92,149,25,0.404,0.481,26.96,0.768,img_01895.jpg,2025-04-14
Grape,Anthracnose,3,160,30.29,74.4,57.82,141,44,68,0.5,0.419,5.35,0.725,img_01896.jpg,2026-01-07
Grape,Leaf_Blight,3,150,30.03,91.15,17.23,174,100,69,0.878,0.232,6.84,0.757,img_01897.jpg,2025-08-05
Grape,Powdery_Mildew,2,100,10.21,78.13,35.31,138,118,76,0.367,0.347,30.74,0.788,img_01898.jpg,2025-07-12
Wheat,Healthy,0,0,16.01,78.53,5.77,154,93,61,0.663,0.0,0.0,0.875,img_01899.jpg,2025-09-15
Corn,Fusarium_Wilt,5,280,16.83,82.56,35.83,139,109,67,0.755,0.76,10.65,0.906,img_01900.jpg,2025-10-04
Grape,Root_Rot,4,220,18.78,81.09,44.88,67,107,48,0.586,0.394,29.94,0.987,img_01901.jpg,2025-06-17
Potato,Healthy,0,0,27.96,87.78,7.73,189,118,69,0.235,0.0,0.0,0.945,img_01902.jpg,2025-08-01
Grape,Mosaic_Virus,5,250,39.85,78.68,2.63,117,44,54,0.849,0.469,51.58,0.795,img_01903.jpg,2025-12-01
Pepper,Anthracnose,3,160,32.05,79.97,44.38,63,84,93,0.561,0.722,53.64,0.928,img_01904.jpg,2025-03-06
Tomato,Bacterial_Spot,3,180,27.09,88.59,77.12,107,69,34,0.474,0.693,72.93,0.899,img_01905.jpg,2025-12-01
Apple,Leaf_Blight,3,150,19.31,60.12,24.48,179,75,42,0.679,0.639,46.11,0.929,img_01906.jpg,2025-06-10
Wheat,Powdery_Mildew,2,100,28.47,88.57,13.38,72,114,23,0.543,0.251,43.68,0.854,img_01907.jpg,2026-01-06
Apple,Powdery_Mildew,2,100,29.85,79.12,0.9,193,85,85,0.598,0.227,29.92,0.955,img_01908.jpg,2025-12-06
Corn,Bacterial_Spot,3,180,32.1,92.76,17.13,109,46,81,0.207,0.311,60.84,0.787,img_01909.jpg,2025-11-08
Corn,Mosaic_Virus,5,250,15.29,74.64,39.76,144,134,54,0.845,0.699,13.46,0.984,img_01910.jpg,2025-08-29
Tomato,Root_Rot,4,220,25.16,61.46,5.17,90,130,68,0.597,0.426,54.29,0.776,img_01911.jpg,2026-02-19
Apple,Downy_Mildew,2,120,27.05,60.46,7.17,172,61,23,0.72,0.11,50.18,0.871,img_01912.jpg,2025-05-28
Rice,Fusarium_Wilt,5,280,25.44,82.77,30.03,95,93,90,0.499,0.119,51.96,0.862,img_01913.jpg,2025-04-18
Potato,Root_Rot,4,220,19.34,85.59,5.51,72,131,47,0.472,0.679,43.67,0.911,img_01914.jpg,2025-07-03
Potato,Powdery_Mildew,2,100,7.12,69.52,39.48,155,98,69,0.593,0.698,46.87,0.863,img_01915.jpg,2025-08-18
Apple,Healthy,0,0,36.38,67.01,7.19,168,166,32,0.74,0.0,0.0,0.943,img_01916.jpg,2025-12-05
Apple,Healthy,0,0,28.61,54.7,11.75,109,137,83,0.283,0.0,0.0,0.837,img_01917.jpg,2025-10-26
Wheat,Mosaic_Virus,5,250,26.17,60.72,89.3,197,111,48,0.82,0.153,72.44,0.806,img_01918.jpg,2026-01-06
Potato,Rust,4,200,38.15,94.62,6.0,57,122,91,0.482,0.504,52.74,0.875,img_01919.jpg,2025-06-01
Apple,Bacterial_Spot,3,180,12.85,81.5,17.88,67,49,85,0.752,0.397,48.37,0.968,img_01920.jpg,2025-07-23
Apple,Healthy,0,0,34.78,74.28,11.16,148,106,90,0.385,0.0,0.0,0.771,img_01921.jpg,2025-04-12
Wheat,Fusarium_Wilt,5,280,23.73,61.64,79.76,103,113,52,0.575,0.632,77.73,0.74,img_01922.jpg,2025-09-25
Wheat,Powdery_Mildew,2,100,23.5,85.46,29.78,164,42,33,0.234,0.428,68.06,0.768,img_01923.jpg,2025-12-05
Potato,Powdery_Mildew,2,100,30.44,70.68,68.88,107,77,95,0.658,0.151,10.64,0.979,img_01924.jpg,2026-02-16
Potato,Fusarium_Wilt,5,280,32.87,82.14,6.29,150,67,29,0.439,0.112,38.01,0.9,img_01925.jpg,2025-12-06
Rice,Fusarium_Wilt,5,280,19.7,83.4,16.82,130,87,32,0.374,0.333,66.85,0.803,img_01926.jpg,2025-10-10
Potato,Rust,4,200,25.59,87.66,0.9,80,146,34,0.461,0.656,30.82,0.837,img_01927.jpg,2025-10-01
Rice,Leaf_Blight,3,150,13.44,74.03,22.44,97,90,85,0.639,0.119,42.23,0.762,img_01928.jpg,2026-02-04
Pepper,Downy_Mildew,2,120,17.69,94.9,169.36,194,108,66,0.626,0.379,64.95,0.865,img_01929.jpg,2025-06-02
Rice,Rust,4,200,16.26,75.37,29.34,154,145,36,0.244,0.392,9.73,0.723,img_01930.jpg,2025-03-01
Pepper,Rust,4,200,22.97,85.18,14.38,54,134,99,0.402,0.462,52.35,0.748,img_01931.jpg,2025-06-18
Corn,Fusarium_Wilt,5,280,23.1,92.79,11.93,161,106,44,0.584,0.302,55.24,0.769,img_01932.jpg,2025-03-04
Tomato,Bacterial_Spot,3,180,24.74,73.36,99.1,126,45,23,0.522,0.732,70.82,0.868,img_01933.jpg,2025-12-05
Potato,Leaf_Blight,3,150,22.04,88.34,16.43,159,45,50,0.437,0.5,64.05,0.772,img_01934.jpg,2025-07-16
Corn,Downy_Mildew,2,120,32.77,72.97,34.35,198,145,71,0.792,0.319,35.29,0.861,img_01935.jpg,2025-10-26
Wheat,Leaf_Blight,3,150,13.94,63.15,38.67,88,107,68,0.222,0.332,26.11,0.706,img_01936.jpg,2025-06-13
Potato,Fusarium_Wilt,5,280,32.97,64.79,5.17,77,82,60,0.203,0.54,26.81,0.72,img_01937.jpg,2025-06-07
Tomato,Leaf_Blight,3,150,25.24,93.64,5.78,175,59,70,0.505,0.392,30.97,0.744,img_01938.jpg,2026-01-29
Grape,Fusarium_Wilt,5,280,13.43,89.03,3.76,140,48,71,0.175,0.265,63.48,0.841,img_01939.jpg,2025-12-04
Corn,Bacterial_Spot,3,180,31.74,87.19,9.01,157,125,68,0.344,0.491,10.47,0.862,img_01940.jpg,2025-07-25
Pepper,Mosaic_Virus,5,250,21.35,82.31,145.68,142,57,89,0.861,0.667,51.14,0.796,img_01941.jpg,2025-05-30
Grape,Fusarium_Wilt,5,280,34.15,69.18,127.26,102,116,31,0.811,0.678,41.57,0.905,img_01942.jpg,2025-10-31
Apple,Mosaic_Virus,5,250,18.66,87.43,43.28,72,114,84,0.861,0.789,54.25,0.741,img_01943.jpg,2025-06-06
Pepper,Anthracnose,3,160,37.69,90.15,49.84,140,120,38,0.303,0.692,78.48,0.756,img_01944.jpg,2025-09-28
Corn,Mosaic_Virus,5,250,20.13,77.0,12.0,121,54,45,0.628,0.715,46.35,0.82,img_01945.jpg,2025-07-21
Rice,Rust,4,200,20.12,79.18,17.56,51,118,85,0.608,0.338,28.85,0.92,img_01946.jpg,2025-06-07
Corn,Downy_Mildew,2,120,20.36,93.78,12.0,158,74,84,0.528,0.422,25.67,0.847,img_01947.jpg,2025-11-11
Corn,Anthracnose,3,160,6.86,80.91,9.47,128,116,20,0.582,0.464,68.04,0.755,img_01948.jpg,2025-09-11
Rice,Bacterial_Spot,3,180,17.02,83.1,1.99,133,145,24,0.219,0.711,60.69,0.919,img_01949.jpg,2025-11-16
Apple,Powdery_Mildew,2,100,29.11,69.36,53.9,183,106,63,0.558,0.612,23.82,0.814,img_01950.jpg,2025-11-08
Potato,Mosaic_Virus,5,250,11.93,60.71,2.36,116,45,28,0.709,0.263,7.08,0.84,img_01951.jpg,2026-01-16
Corn,Anthracnose,3,160,19.17,67.1,14.04,174,119,54,0.695,0.361,29.38,0.967,img_01952.jpg,2025-05-12
Apple,Healthy,0,0,30.43,88.89,27.8,90,83,22,0.631,0.0,0.0,0.864,img_01953.jpg,2026-01-27
Rice,Rust,4,200,20.06,72.41,108.27,123,110,92,0.113,0.494,73.68,0.765,img_01954.jpg,2025-08-31
Wheat,Mosaic_Virus,5,250,28.22,89.14,73.83,82,103,38,0.375,0.344,9.66,0.754,img_01955.jpg,2025-05-12
Corn,Downy_Mildew,2,120,30.1,84.3,10.07,160,125,36,0.868,0.423,8.26,0.796,img_01956.jpg,2025-06-03
Corn,Anthracnose,3,160,22.32,71.98,61.47,143,55,50,0.234,0.3,68.59,0.746,img_01957.jpg,2026-02-16
Pepper,Bacterial_Spot,3,180,36.76,70.95,48.84,187,85,96,0.264,0.193,17.61,0.873,img_01958.jpg,2025-07-31
Grape,Anthracnose,3,160,31.0,89.74,14.21,129,45,48,0.846,0.545,16.27,0.725,img_01959.jpg,2025-08-09
Tomato,Root_Rot,4,220,22.72,63.2,94.0,89,75,20,0.282,0.568,14.88,0.98,img_01960.jpg,2025-05-23
Pepper,Powdery_Mildew,2,100,24.25,92.21,52.59,87,48,23,0.78,0.18,50.25,0.76,img_01961.jpg,2025-09-19
Pepper,Mosaic_Virus,5,250,26.87,84.45,3.94,80,71,55,0.598,0.664,59.27,0.912,img_01962.jpg,2026-01-10
Tomato,Powdery_Mildew,2,100,41.76,93.14,4.41,150,133,42,0.687,0.533,38.15,0.839,img_01963.jpg,2025-04-05
Apple,Anthracnose,3,160,28.37,90.21,9.21,184,108,38,0.556,0.708,52.01,0.903,img_01964.jpg,2025-11-05
Wheat,Leaf_Blight,3,150,31.36,87.46,13.11,71,133,90,0.313,0.434,46.83,0.79,img_01965.jpg,2025-08-04
Apple,Downy_Mildew,2,120,24.91,91.12,67.03,86,138,33,0.217,0.54,22.04,0.88,img_01966.jpg,2025-04-16
Potato,Rust,4,200,33.42,83.13,49.5,81,99,66,0.216,0.364,41.23,0.929,img_01967.jpg,2025-08-13
Grape,Powdery_Mildew,2,100,38.92,72.68,64.28,56,134,32,0.12,0.296,60.32,0.898,img_01968.jpg,2025-12-16
Tomato,Leaf_Blight,3,150,15.15,87.78,14.6,86,113,36,0.72,0.752,28.48,0.832,img_01969.jpg,2025-06-18
Potato,Bacterial_Spot,3,180,22.96,78.8,5.96,148,65,67,0.401,0.127,40.47,0.797,img_01970.jpg,2025-10-11
Wheat,Bacterial_Spot,3,180,20.9,90.84,13.89,139,111,80,0.734,0.41,15.9,0.99,img_01971.jpg,2026-02-18
Tomato,Leaf_Blight,3,150,21.7,76.89,17.21,97,126,25,0.722,0.64,49.34,0.827,img_01972.jpg,2025-08-05
Rice,Leaf_Blight,3,150,32.84,91.37,83.21,60,145,25,0.127,0.662,63.3,0.856,img_01973.jpg,2025-09-26
Corn,Mosaic_Virus,5,250,11.91,70.64,16.75,156,146,78,0.655,0.46,76.15,0.757,img_01974.jpg,2025-04-23
Grape,Fusarium_Wilt,5,280,14.5,83.56,2.76,92,42,70,0.631,0.186,8.32,0.907,img_01975.jpg,2025-09-16
Pepper,Mosaic_Virus,5,250,28.14,65.37,22.05,133,109,89,0.557,0.32,58.86,0.781,img_01976.jpg,2025-09-13
Wheat,Bacterial_Spot,3,180,21.21,65.62,6.38,89,120,88,0.343,0.212,18.41,0.774,img_01977.jpg,2025-11-02
Pepper,Leaf_Blight,3,150,33.92,81.84,6.57,187,99,64,0.637,0.555,13.22,0.927,img_01978.jpg,2026-01-01
Apple,Leaf_Blight,3,150,37.68,93.81,117.36,94,132,41,0.338,0.337,12.73,0.91,img_01979.jpg,2025-10-26
Wheat,Rust,4,200,24.68,89.05,44.37,54,51,82,0.694,0.721,28.2,0.898,img_01980.jpg,2025-10-01
Pepper,Fusarium_Wilt,5,280,28.21,80.52,1.81,148,56,94,0.437,0.79,33.11,0.742,img_01981.jpg,2025-11-27
Grape,Fusarium_Wilt,5,280,35.96,71.95,41.1,130,64,29,0.235,0.625,12.03,0.817,img_01982.jpg,2025-04-10
Tomato,Anthracnose,3,160,31.48,77.9,23.92,108,52,89,0.377,0.727,45.7,0.75,img_01983.jpg,2026-01-03
Tomato,Healthy,0,0,32.51,41.02,54.59,129,107,80,0.624,0.0,0.0,0.745,img_01984.jpg,2025-11-06
Wheat,Bacterial_Spot,3,180,22.8,92.58,12.65,102,111,59,0.884,0.66,37.98,0.834,img_01985.jpg,2025-09-22
Pepper,Bacterial_Spot,3,180,33.24,68.49,82.86,63,145,25,0.804,0.584,10.27,0.988,img_01986.jpg,2025-08-17
Apple,Downy_Mildew,2,120,22.74,92.27,4.58,103,96,92,0.88,0.693,38.98,0.852,img_01987.jpg,2025-05-13
Potato,Root_Rot,4,220,17.16,65.7,134.75,185,89,28,0.125,0.107,10.2,0.877,img_01988.jpg,2025-05-24
